Abrangência;Localidade;Localidade;Casos Confirmados - Acumulado;Casos Confirmados - Novos;Casos Confirmados - Incremento;Casos Confirmados - Incidência*;Casos Confirmados - Em acompanhamento;Casos Confirmados - Recuperados;Óbitos Confirmados - Acumulado;Óbitos Confirmados - Novos;Óbitos Confirmados - Incremento;Óbitos Confirmados - Mortalidade*;Óbitos Confirmados - Letalidade
Município;261220;Salgueiro;7.448;21;0,28;12.223,86;0;0;112;1;0,90;183,82;1,50
Município;261230;Saloá;652;0;0,00;4.115,38;0;0;22;0;0,00;138,86;3,37
Município;261240;Sanharó;1.289;9;0,70;4.871,14;0;0;23;0;0,00;86,92;1,78
Município;261245;Santa Cruz;880;0;0,00;5.715,03;0;0;10;0;0,00;64,94;1,14
Município;261247;Santa Cruz da Baixa Verde;565;1;0,18;4.486,98;0;0;15;0;0,00;119,12;2,65
Município;261250;Santa Cruz do Capibaribe;8.125;4;0,05;7.527,54;0;0;147;0;0,00;136,19;1,81
Município;261255;Santa Filomena;506;1;0,20;3.495,20;0;0;11;0;0,00;75,98;2,17
Município;261260;Santa Maria da Boa Vista;1.153;79;7,36;2.749,76;0;0;14;0;0,00;33,39;1,21
Município;261270;Santa Maria do Cambucá;590;2;0,34;4.173,45;0;0;17;0;0,00;120,25;2,88
Município;261280;Santa Terezinha;977;0;0,00;8.269,15;0;0;25;0;0,00;211,60;2,56
Município;261290;São Benedito do Sul;356;1;0,28;2.239,70;0;0;14;0;0,00;88,08;3,93
Município;261300;São Bento do Una;2.781;2;0,07;4.673,64;0;0;72;0;0,00;121,00;2,59
Município;261310;São Caitano;1.750;2;0,11;4.698,62;0;0;68;0;0,00;182,57;3,89
Município;261320;São João;878;1;0,11;3.852,06;0;0;22;0;0,00;96,52;2,51
Município;261330;São Joaquim do Monte;853;4;0,47;3.994,19;0;0;32;0;0,00;149,84;3,75
Município;261340;São José da Coroa Grande;1.478;0;0,00;6.939,62;0;0;37;0;0,00;173,73;2,50
Município;261350;São José do Belmonte;2.403;4;0,17;7.076,18;0;0;50;1;2,04;147,24;2,08
Município;261360;São José do Egito;2.523;3;0,12;7.431,30;0;0;50;0;0,00;147,27;1,98
Município;261370;São Lourenço da Mata;4.105;10;0,24;3.625,36;0;0;233;2;0,87;205,78;5,68
Município;261380;São Vicente Ferrer;1.277;1;0,08;7.087,36;0;0;29;1;3,57;160,95;2,27
Município;261390;Serra Talhada;9.679;15;0,16;11.209,03;0;0;165;1;0,61;191,08;1,70
Município;261400;Serrita;1.125;1;0,09;5.870,08;0;0;23;0;0,00;120,01;2,04
Município;261410;Sertânia;2.886;6;0,21;8.037,43;0;0;43;1;2,38;119,75;1,49
Município;261420;Sirinhaém;846;0;0,00;1.844,54;0;0;44;0;0,00;95,93;5,20
Município;261440;Solidão;667;5;0,76;11.103,71;0;0;3;0;0,00;49,94;0,45
Município;261450;Surubim;4.321;15;0,35;6.638,60;0;0;82;0;0,00;125,98;1,90
Município;261460;Tabira;2.786;13;0,47;9.763,79;0;0;42;0;0,00;147,19;1,51
Município;261470;Tacaimbó;467;1;0,21;3.627,47;0;0;9;0;0,00;69,91;1,93
Município;261480;Tacaratu;774;0;0,00;3.004,08;0;0;25;0;0,00;97,03;3,23
Município;261485;Tamandaré;565;0;0,00;2.415,77;0;0;31;0;0,00;132,55;5,49
Município;261500;Taquaritinga do Norte;710;1;0,14;2.467,42;0;0;25;0;0,00;86,88;3,52
Município;261510;Terezinha;524;1;0,19;7.309,25;0;0;7;0;0,00;97,64;1,34
Município;261520;Terra Nova;895;1;0,11;8.864,90;0;0;10;0;0,00;99,05;1,12
Município;261530;Timbaúba;3.407;12;0,35;6.425,63;0;0;102;0;0,00;192,37;2,99
Município;261540;Toritama;1.486;3;0,20;3.286,23;0;0;42;0;0,00;92,88;2,83
Município;261550;Tracunhaém;204;0;0,00;1.481,59;0;0;23;0;0,00;167,04;11,27
Município;261560;Trindade;1.807;6;0,33;5.920,51;0;0;53;0;0,00;173,65;2,93
Município;261570;Triunfo;898;1;0,11;5.886,98;0;0;19;0;0,00;124,56;2,12
Município;261580;Tupanatinga;869;2;0,23;3.182,68;0;0;9;0;0,00;32,96;1,04
Município;261590;Tuparetama;394;1;0,25;4.803,71;0;0;25;1;4,17;304,80;6,35
Município;261600;Venturosa;1.313;0;0,00;7.104,21;0;0;28;0;0,00;151,50;2,13
Município;261610;Verdejante;497;1;0,20;5.212,92;0;0;9;0;0,00;94,40;1,81
Município;261618;Vertente do Lério;451;0;0,00;5.920,19;0;0;6;0;0,00;78,76;1,33
Município;261620;Vertentes;1.253;2;0,16;6.044,09;0;0;13;0;0,00;62,71;1,04
Município;261630;Vicência;739;3;0,41;2.263,89;0;0;34;0;0,00;104,16;4,60
Município;261640;Vitória de Santo Antão;6.636;31;0,47;4.782,46;0;0;282;3;1,08;203,23;4,25
Município;261650;Xexéu;476;0;0,00;3.232,60;0;0;23;0;0,00;156,20;4,83
Unidade da Federação;27;Alagoas;213.730;859;0,40;6.404,17;0;0;5.260;21;0,40;157,61;2,46
Município;270010;Água Branca;434;9;2,12;2.148,94;0;0;18;0;0,00;89,13;4,15
Município;270020;Anadia;1.392;7;0,51;7.933,88;0;0;29;0;0,00;165,29;2,08
Município;270030;Arapiraca;28.400;266;0,95;12.254,74;0;0;446;0;0,00;192,45;1,57
Município;270040;Atalaia;1.159;0;0,00;2.456,29;0;0;46;0;0,00;97,49;3,97
Município;270050;Barra de Santo Antônio;436;2;0,46;2.736,63;0;0;28;0;0,00;175,75;6,42
Município;270060;Barra de São Miguel;550;8;1,48;6.608,99;0;0;7;0;0,00;84,11;1,27
Município;270070;Batalha;1.102;2;0,18;6.044,32;0;0;19;2;11,76;104,21;1,72
Município;270080;Belém;119;1;0,85;2.739,41;0;0;6;2;50,00;138,12;5,04
Município;270090;Belo Monte;440;15;3,53;6.563,25;0;0;9;0;0,00;134,25;2,05
Município;270100;Boca da Mata;1.808;4;0,22;6.627,32;0;0;44;0;0,00;161,28;2,43
Município;270110;Branquinha;530;4;0,76;5.050,51;0;0;9;0;0,00;85,76;1,70
Município;270120;Cacimbinhas;731;16;2,24;6.732,36;0;0;10;1;11,11;92,10;1,37
Município;270130;Cajueiro;585;1;0,17;2.751,13;0;0;25;0;0,00;117,57;4,27
Município;270135;Campestre;250;0;0,00;3.604,38;0;0;6;0;0,00;86,51;2,40
Município;270140;Campo Alegre;2.660;5;0,19;4.661,51;0;0;67;0;0,00;117,41;2,52
Município;270150;Campo Grande;496;0;0,00;5.189,37;0;0;8;0;0,00;83,70;1,61
Município;270160;Canapi;356;7;2,01;2.008,80;0;0;9;0;0,00;50,78;2,53
Município;270170;Capela;976;9;0,93;5.723,33;0;0;16;0;0,00;93,83;1,64
Município;270180;Carneiros;266;4;1,53;2.929,19;0;0;7;0;0,00;77,08;2,63
Município;270190;Chã Preta;359;0;0,00;4.910,41;0;0;9;0;0,00;123,10;2,51
Município;270200;Coité do Nóia;438;0;0,00;4.096,14;0;0;18;1;5,88;168,33;4,11
Município;270210;Colônia Leopoldina;342;0;0,00;1.576,18;0;0;16;0;0,00;73,74;4,68
Município;270220;Coqueiro Seco;450;1;0,22;7.698,89;0;0;8;0;0,00;136,87;1,78
Município;270230;Coruripe;3.961;12;0,30;6.957,30;0;0;50;0;0,00;87,82;1,26
Município;270235;Craíbas;1.194;1;0,08;4.930,01;0;0;24;0;0,00;99,10;2,01
Município;270240;Delmiro Gouveia;3.738;24;0,65;7.186,25;0;0;104;1;0,97;199,94;2,78
Município;270250;Dois Riachos;581;0;0,00;5.246,05;0;0;6;0;0,00;54,18;1,03
Município;270255;Estrela de Alagoas;426;1;0,24;2.340,02;0;0;12;0;0,00;65,92;2,82
Município;270260;Feira Grande;772;0;0,00;3.482,81;0;0;17;0;0,00;76,69;2,20
Município;270270;Feliz Deserto;134;0;0,00;2.818,68;0;0;4;0;0,00;84,14;2,99
Município;270280;Flexeiras;647;0;0,00;5.058,64;0;0;19;0;0,00;148,55;2,94
Município;270290;Girau do Ponciano;1.754;0;0,00;4.286,73;0;0;38;0;0,00;92,87;2,17
Município;270300;Ibateguara;584;4;0,69;3.739,75;0;0;19;0;0,00;121,67;3,25
Município;270310;Igaci;1.139;23;2,06;4.443,84;0;0;16;0;0,00;62,42;1,40
Município;270320;Igreja Nova;1.238;0;0,00;5.053,27;0;0;18;0;0,00;73,47;1,45
Município;270330;Inhapi;395;0;0,00;2.148,49;0;0;11;0;0,00;59,83;2,78
Município;270340;Jacaré dos Homens;367;0;0,00;6.986,48;0;0;2;0;0,00;38,07;0,54
Município;270350;Jacuípe;170;0;0,00;2.421,31;0;0;4;0;0,00;56,97;2,35
Município;270360;Japaratinga;431;0;0,00;5.154,89;0;0;14;0;0,00;167,44;3,25
Município;270370;Jaramataia;108;0;0,00;1.871,75;0;0;1;0;0,00;17,33;0,93
Município;270375;Jequiá da Praia;579;1;0,17;5.000,00;0;0;9;0;0,00;77,72;1,55
Município;270380;Joaquim Gomes;719;0;0,00;2.996,71;0;0;20;0;0,00;83,36;2,78
Município;270390;Jundiá;151;1;0,67;3.634,18;0;0;3;0;0,00;72,20;1,99
Município;270400;Junqueiro;1.073;1;0,09;4.339,39;0;0;39;0;0,00;157,72;3,63
Município;270410;Lagoa da Canoa;1.035;1;0,10;5.797,67;0;0;18;0;0,00;100,83;1,74
Município;270420;Limoeiro de Anadia;1.191;4;0,34;4.159,25;0;0;29;1;3,57;101,27;2,43
Município;270430;Maceió;81.740;225;0,28;8.022,00;0;0;2.313;7;0,30;227,00;2,83
Município;270440;Major Isidoro;777;32;4,30;3.923,45;0;0;21;0;0,00;106,04;2,70
Município;270450;Maragogi;1.524;0;0,00;4.659,98;0;0;44;1;2,33;134,54;2,89
Município;270460;Maravilha;340;1;0,29;3.710,58;0;0;12;0;0,00;130,96;3,53
Município;270470;Marechal Deodoro;6.204;21;0,34;11.953,53;0;0;100;0;0,00;192,67;1,61
Município;270480;Maribondo;485;0;0,00;3.656,51;0;0;18;0;0,00;135,71;3,71
Município;270490;Mar Vermelho;145;0;0,00;4.126,35;0;0;2;0;0,00;56,92;1,38
Município;270500;Mata Grande;448;0;0,00;1.776,65;0;0;16;0;0,00;63,45;3,57
Município;270510;Matriz de Camaragibe;1.431;1;0,07;5.807,16;0;0;38;0;0,00;154,21;2,66
Município;270520;Messias;1.113;6;0,54;6.233,20;0;0;26;0;0,00;145,61;2,34
Município;270530;Minador do Negrão;169;-1;-0,59;3.171,33;0;0;6;0;0,00;112,59;3,55
Município;270540;Monteirópolis;237;0;0,00;3.310,52;0;0;10;0;0,00;139,68;4,22
Município;270550;Murici;1.006;0;0,00;3.562,83;0;0;47;0;0,00;166,45;4,67
Município;270560;Novo Lino;199;4;2,05;1.568,16;0;0;11;0;0,00;86,68;5,53
Município;270570;Olho d'Água das Flores;1.436;1;0,07;6.621,17;0;0;32;0;0,00;147,55;2,23
Município;270580;Olho d'Água do Casado;121;0;0,00;1.290,94;0;0;5;0;0,00;53,34;4,13
Município;270590;Olho d'Água Grande;188;0;0,00;3.669,72;0;0;9;0;0,00;175,68;4,79
Município;270600;Olivença;443;0;0,00;3.811,08;0;0;13;0;0,00;111,84;2,93
Município;270610;Ouro Branco;437;4;0,92;3.801,32;0;0;6;0;0,00;52,19;1,37
Município;270620;Palestina;421;0;0,00;8.401,52;0;0;4;0;0,00;79,82;0,95
Município;270630;Palmeira dos Índios;4.561;22;0,48;6.229,34;0;0;125;0;0,00;170,72;2,74
Município;270640;Pão de Açúcar;1.135;0;0,00;4.651,83;0;0;26;0;0,00;106,56;2,29
Município;270642;Pariconha;632;0;0,00;6.000,19;0;0;5;0;0,00;47,47;0,79
Município;270644;Paripueira;357;0;0,00;2.709,47;0;0;22;0;0,00;166,97;6,16
Município;270650;Passo de Camaragibe;762;0;0,00;4.998,36;0;0;20;0;0,00;131,19;2,62
Município;270660;Paulo Jacinto;337;1;0,30;4.455,31;0;0;11;0;0,00;145,43;3,26
Município;270670;Penedo;3.999;22;0,55;6.279,54;0;0;70;0;0,00;109,92;1,75
Município;270680;Piaçabuçu;835;0;0,00;4.683,91;0;0;21;0;0,00;117,80;2,51
Município;270690;Pilar;3.248;0;0,00;9.250,66;0;0;42;1;2,44;119,62;1,29
Município;270700;Pindoba;110;0;0,00;3.782,67;0;0;1;0;0,00;34,39;0,91
Município;270710;Piranhas;967;1;0,10;3.861,98;0;0;20;0;0,00;79,88;2,07
Município;270720;Poço das Trincheiras;440;3;0,69;3.058,53;0;0;9;0;0,00;62,56;2,05
Município;270730;Porto Calvo;1.183;0;0,00;4.354,87;0;0;41;2;5,13;150,93;3,47
Município;270740;Porto de Pedras;366;0;0,00;4.700,74;0;0;11;0;0,00;141,28;3,01
Município;270750;Porto Real do Colégio;574;0;0,00;2.860,56;0;0;14;0;0,00;69,77;2,44
Município;270760;Quebrangulo;935;1;0,11;8.278,73;0;0;13;0;0,00;115,11;1,39
Município;270770;Rio Largo;3.396;6;0,18;4.520,77;0;0;154;0;0,00;205,01;4,53
Município;270780;Roteiro;351;0;0,00;5.267,11;0;0;13;0;0,00;195,08;3,70
Município;270790;Santa Luzia do Norte;471;3;0,64;6.455,59;0;0;8;0;0,00;109,65;1,70
Município;270800;Santana do Ipanema;4.473;15;0,34;9.386,41;0;0;80;1;1,27;167,88;1,79
Município;270810;Santana do Mundaú;747;0;0,00;6.955,31;0;0;17;0;0,00;158,29;2,28
Município;270820;São Brás;364;1;0,28;5.229,13;0;0;3;0;0,00;43,10;0,82
Município;270830;São José da Laje;1.145;3;0,26;4.785,39;0;0;26;0;0,00;108,66;2,27
Município;270840;São José da Tapera;1.225;0;0,00;3.797,27;0;0;31;0;0,00;96,09;2,53
Município;270850;São Luís do Quitunde;1.230;0;0,00;3.559,54;0;0;25;0;0,00;72,35;2,03
Município;270860;São Miguel dos Campos;3.484;2;0,06;5.688,07;0;0;77;0;0,00;125,71;2,21
Município;270870;São Miguel dos Milagres;279;0;0,00;3.508,99;0;0;13;0;0,00;163,50;4,66
Município;270880;São Sebastião;1.745;8;0,46;5.109,51;0;0;27;0;0,00;79,06;1,55
Município;270890;Satuba;1.052;8;0,77;7.607,75;0;0;34;0;0,00;245,88;3,23
Município;270895;Senador Rui Palmeira;332;0;0,00;2.393,66;0;0;11;0;0,00;79,31;3,31
Município;270900;Tanque d'Arca;403;1;0,25;6.540,08;0;0;6;0;0,00;97,37;1,49
Município;270910;Taquarana;627;4;0,64;3.138,14;0;0;18;0;0,00;90,09;2,87
Município;270915;Teotônio Vilela;1.997;0;0,00;4.521,27;0;0;63;0;0,00;142,63;3,15
Município;270920;Traipu;534;20;3,89;1.926,75;0;0;18;0;0,00;64,95;3,37
Município;270930;União dos Palmares;2.234;1;0,04;3.404,92;0;0;80;1;1,27;121,93;3,58
Município;270940;Viçosa;1.670;9;0,54;6.489,72;0;0;35;0;0,00;136,01;2,10
Unidade da Federação;28;Sergipe;261.972;608;0,23;11.396,55;0;0;5.646;12;0,21;245,62;2,16
Município;280010;Amparo de São Francisco;253;3;1,20;10.657,12;0;0;5;0;0,00;210,61;1,98
Município;280020;Aquidabã;2.234;1;0,04;10.360,34;0;0;39;0;0,00;180,87;1,75
Município;280030;Aracaju;119.806;210;0,18;18.234,95;0;0;2.296;6;0,26;349,46;1,92
Município;280040;Arauá;1.217;0;0,00;12.102,23;0;0;20;0;0,00;198,89;1,64
Município;280050;Areia Branca;2.029;1;0,05;10.942,72;0;0;46;0;0,00;248,09;2,27
Município;280060;Barra dos Coqueiros;6.824;6;0,09;22.442,20;0;0;90;1;1,12;295,98;1,32
Município;280067;Boquim;2.584;7;0,27;9.636,04;0;0;63;0;0,00;234,93;2,44
Município;280070;Brejo Grande;448;0;0,00;5.391,74;0;0;13;0;0,00;156,46;2,90
Município;280100;Campo do Brito;2.129;4;0,19;11.756,59;0;0;27;0;0,00;149,10;1,27
Município;280110;Canhoba;320;-1;-0,31;7.984,03;0;0;6;0;0,00;149,70;1,88
Município;280120;Canindé de São Francisco;2.255;12;0,53;7.541,81;0;0;44;0;0,00;147,16;1,95
Município;280130;Capela;2.636;8;0,30;7.704,67;0;0;45;0;0,00;131,53;1,71
Município;280140;Carira;2.172;13;0,60;9.836,07;0;0;43;0;0,00;194,73;1,98
Município;280150;Carmópolis;1.020;3;0,29;6.132,02;0;0;38;0;0,00;228,45;3,73
Município;280160;Cedro de São João;983;0;0,00;16.669,49;0;0;19;0;0,00;322,20;1,93
Município;280170;Cristinápolis;576;18;3,23;3.222,56;0;0;27;0;0,00;151,06;4,69
Município;280190;Cumbe;300;1;0,33;7.524,45;0;0;2;0;0,00;50,16;0,67
Município;280200;Divina Pastora;839;2;0,24;16.329,31;0;0;13;0;0,00;253,02;1,55
Município;280210;Estância;7.164;25;0,35;10.355,00;0;0;163;0;0,00;235,60;2,28
Município;280220;Feira Nova;235;1;0,43;4.208,45;0;0;7;0;0,00;125,36;2,98
Município;280230;Frei Paulo;1.626;19;1,18;10.544,06;0;0;32;0;0,00;207,51;1,97
Município;280240;Gararu;526;0;0,00;4.532,92;0;0;12;0;0,00;103,41;2,28
Município;280250;General Maynard;364;0;0,00;10.878,66;0;0;10;0;0,00;298,86;2,75
Município;280260;Gracho Cardoso;525;-1;-0,19;9.023,72;0;0;7;0;0,00;120,32;1,33
Município;280270;Ilha das Flores;371;0;0,00;4.354,46;0;0;15;0;0,00;176,06;4,04
Município;280280;Indiaroba;457;0;0,00;2.544,97;0;0;27;0;0,00;150,36;5,91
Município;280290;Itabaiana;12.451;20;0,16;13.047,67;0;0;239;0;0,00;250,45;1,92
Município;280300;Itabaianinha;2.830;1;0,04;6.749,67;0;0;66;0;0,00;157,41;2,33
Município;280310;Itabi;195;2;1,04;3.977,16;0;0;2;0;0,00;40,79;1,03
Município;280320;Itaporanga d'Ajuda;3.007;12;0,40;8.752,47;0;0;70;-1;-1,41;203,75;2,33
Município;280330;Japaratuba;1.386;13;0,95;7.394,76;0;0;52;1;1,96;277,44;3,75
Município;280340;Japoatã;413;0;0,00;3.074,29;0;0;20;0;0,00;148,88;4,84
Município;280350;Lagarto;7.504;37;0,50;7.187,19;0;0;207;2;0,98;198,26;2,76
Município;280360;Laranjeiras;1.834;0;0,00;6.149,00;0;0;56;0;0,00;187,76;3,05
Município;280370;Macambira;622;1;0,16;8.989,74;0;0;8;0;0,00;115,62;1,29
Município;280380;Malhada dos Bois;310;0;0,00;8.419,34;0;0;5;0;0,00;135,80;1,61
Município;280390;Malhador;1.090;8;0,74;8.638,45;0;0;25;0;0,00;198,13;2,29
Município;280400;Maruim;1.120;10;0,90;6.506,71;0;0;42;0;0,00;244,00;3,75
Município;280410;Moita Bonita;1.176;1;0,09;10.374,94;0;0;13;0;0,00;114,69;1,11
Município;280420;Monte Alegre de Sergipe;802;2;0,25;5.335,64;0;0;11;0;0,00;73,18;1,37
Município;280430;Muribeca;294;0;0,00;3.855,74;0;0;16;0;0,00;209,84;5,44
Município;280440;Neópolis;1.329;1;0,08;7.099,74;0;0;40;0;0,00;213,69;3,01
Município;280445;Nossa Senhora Aparecida;763;10;1,33;8.674,40;0;0;16;0;0,00;181,90;2,10
Município;280450;Nossa Senhora da Glória;2.701;6;0,22;7.315,03;0;0;76;0;0,00;205,83;2,81
Município;280460;Nossa Senhora das Dores;2.029;7;0,35;7.619,51;0;0;48;0;0,00;180,25;2,37
Município;280470;Nossa Senhora de Lourdes;458;1;0,22;7.064,63;0;0;10;0;0,00;154,25;2,18
Município;280480;Nossa Senhora do Socorro;17.506;44;0,25;9.533,40;0;0;531;1;0,19;289,17;3,03
Município;280490;Pacatuba;789;5;0,64;5.468,53;0;0;20;0;0,00;138,62;2,53
Município;280500;Pedra Mole;261;0;0,00;8.003,68;0;0;6;0;0,00;183,99;2,30
Município;280510;Pedrinhas;636;0;0,00;6.623,62;0;0;16;0;0,00;166,63;2,52
Município;280520;Pinhão;321;0;0,00;4.881,39;0;0;15;0;0,00;228,10;4,67
Município;280530;Pirambu;722;2;0,28;7.780,17;0;0;25;0;0,00;269,40;3,46
Município;280540;Poço Redondo;1.038;6;0,58;2.984,90;0;0;28;0;0,00;80,52;2,70
Município;280550;Poço Verde;1.987;6;0,30;8.374,07;0;0;47;0;0,00;198,08;2,37
Município;280560;Porto da Folha;1.632;6;0,37;5.707,09;0;0;32;0;0,00;111,90;1,96
Município;280570;Propriá;3.339;7;0,21;11.270,51;0;0;74;0;0,00;249,78;2,22
Município;280580;Riachão do Dantas;1.448;-1;-0,07;7.311,29;0;0;33;0;0,00;166,62;2,28
Município;280590;Riachuelo;721;4;0,56;7.059,63;0;0;17;0;0,00;166,45;2,36
Município;280600;Ribeirópolis;1.646;11;0,67;8.824,79;0;0;31;1;3,33;166,20;1,88
Município;280610;Rosário do Catete;848;6;0,71;7.812,07;0;0;19;0;0,00;175,03;2,24
Município;280620;Salgado;1.586;6;0,38;7.930,79;0;0;41;0;0,00;205,02;2,59
Município;280630;Santa Luzia do Itanhy;721;0;0,00;5.137,16;0;0;13;0;0,00;92,63;1,80
Município;280640;Santana do São Francisco;612;1;0,16;7.866,32;0;0;16;0;0,00;205,66;2,61
Município;280650;Santa Rosa de Lima;353;0;0,00;9.021,21;0;0;8;0;0,00;204,45;2,27
Município;280660;Santo Amaro das Brotas;666;7;1,06;5.503,22;0;0;18;0;0,00;148,74;2,70
Município;280670;São Cristóvão;9.545;16;0,17;10.597,08;0;0;229;0;0,00;254,24;2,40
Município;280680;São Domingos;874;0;0,00;7.847,71;0;0;30;0;0,00;269,37;3,43
Município;280690;São Francisco;315;0;0,00;8.458,65;0;0;11;0;0,00;295,38;3,49
Município;280700;São Miguel do Aleixo;439;6;1,39;11.170,48;0;0;4;0;0,00;101,78;0,91
Município;280710;Simão Dias;3.153;3;0,10;7.788,26;0;0;81;0;0,00;200,08;2,57
Município;280720;Siriri;826;0;0,00;9.288,20;0;0;10;0;0,00;112,45;1,21
Município;280730;Telha;390;1;0,26;12.085,53;0;0;8;0;0,00;247,91;2,05
Município;280740;Tobias Barreto;4.309;0;0,00;8.256,21;0;0;89;1;1,14;170,53;2,07
Município;280750;Tomar do Geru;1.051;1;0,10;7.764,48;0;0;25;0;0,00;184,69;2,38
Município;280760;Umbaúba;2.031;7;0,35;8.029,57;0;0;38;0;0,00;150,23;1,87
Unidade da Federação;29;Bahia;1.117.408;3.016;0,27;7.512,96;0;0;23.709;49;0,21;159,41;2,12
Município;290010;Abaíra;284;2;0,71;3.249,80;0;0;11;0;0,00;125,87;3,87
Município;290020;Abaré;953;6;0,63;4.744,60;0;0;11;0;0,00;54,76;1,15
Município;290030;Acajutiba;524;7;1,35;3.456,69;0;0;16;0;0,00;105,55;3,05
Município;290035;Adustina;963;3;0,31;5.651,41;0;0;21;0;0,00;123,24;2,18
Município;290040;Água Fria;195;0;0,00;1.149,09;0;0;10;0;0,00;58,93;5,13
Município;290060;Aiquara;471;0;0,00;10.593,79;0;0;12;0;0,00;269,91;2,55
Município;290070;Alagoinhas;13.330;32;0,24;8.793,11;0;0;266;1;0,38;175,47;2,00
Município;290080;Alcobaça;1.472;4;0,27;6.550,96;0;0;29;0;0,00;129,06;1,97
Município;290090;Almadina;609;0;0,00;11.145,68;0;0;9;0;0,00;164,71;1,48
Município;290100;Amargosa;2.775;23;0,84;7.451,46;0;0;50;0;0,00;134,26;1,80
Município;290110;Amélia Rodrigues;2.240;15;0,67;8.923,59;0;0;44;0;0,00;175,28;1,96
Município;290115;América Dourada;913;1;0,11;5.672,92;0;0;12;0;0,00;74,56;1,31
Município;290120;Anagé;860;1;0,12;3.908,20;0;0;21;0;0,00;95,43;2,44
Município;290130;Andaraí;875;1;0,11;6.657,54;0;0;9;0;0,00;68,48;1,03
Município;290135;Andorinha;903;24;2,73;6.187,05;0;0;16;0;0,00;109,63;1,77
Município;290140;Angical;645;3;0,47;4.614,72;0;0;15;0;0,00;107,32;2,33
Município;290150;Anguera;450;0;0,00;4.010,34;0;0;2;0;0,00;17,82;0,44
Município;290160;Antas;1.306;-1;-0,08;6.770,00;0;0;11;0;0,00;57,02;0,84
Município;290170;Antônio Cardoso;513;0;0,00;4.391,00;0;0;10;0;0,00;85,59;1,95
Município;290180;Antônio Gonçalves;855;1;0,12;7.246,99;0;0;9;0;0,00;76,28;1,05
Município;290190;Aporá;546;1;0,18;3.079,35;0;0;19;0;0,00;107,16;3,48
Município;290195;Apuarema;696;0;0,00;9.495,23;0;0;9;0;0,00;122,78;1,29
Município;290205;Araças;650;3;0,46;5.337,93;0;0;11;0;0,00;90,33;1,69
Município;290200;Aracatu;799;0;0,00;6.082,98;0;0;14;0;0,00;106,59;1,75
Município;290210;Araci;3.483;0;0,00;6.405,05;0;0;46;0;0,00;84,59;1,32
Município;290220;Aramari;600;2;0,33;5.264,54;0;0;12;0;0,00;105,29;2,00
Município;290225;Arataca;769;0;0,00;6.978,85;0;0;15;0;0,00;136,13;1,95
Município;290230;Aratuípe;421;1;0,24;4.770,54;0;0;9;0;0,00;101,98;2,14
Município;290240;Aurelino Leal;982;0;0,00;8.516,17;0;0;28;0;0,00;242,82;2,85
Município;290250;Baianópolis;831;1;0,12;5.988,33;0;0;11;0;0,00;79,27;1,32
Município;290260;Baixa Grande;744;1;0,13;3.634,94;0;0;13;0;0,00;63,51;1,75
Município;290265;Banzaê;1.089;12;1,11;8.231,91;0;0;8;0;0,00;60,47;0,73
Município;290270;Barra;2.088;0;0,00;3.897,12;0;0;44;0;0,00;82,12;2,11
Município;290280;Barra da Estiva;2.312;23;1,00;11.224,39;0;0;25;0;0,00;121,37;1,08
Município;290290;Barra do Choça;2.051;10;0,49;6.489,89;0;0;31;0;0,00;98,09;1,51
Município;290300;Barra do Mendes;710;3;0,42;5.120,81;0;0;12;0;0,00;86,55;1,69
Município;290310;Barra do Rocha;408;0;0,00;7.140,36;0;0;7;0;0,00;122,51;1,72
Município;290320;Barreiras;18.194;61;0,34;11.704,91;0;0;292;0;0,00;187,86;1,60
Município;290323;Barro Alto;880;0;0,00;5.893,78;0;0;13;0;0,00;87,07;1,48
Município;290327;Barrocas;755;0;0,00;4.725,25;0;0;23;0;0,00;143,95;3,05
Município;290330;Barro Preto;587;0;0,00;10.499,02;0;0;10;0;0,00;178,86;1,70
Município;290340;Belmonte;1.101;9;0,82;4.719,65;0;0;23;0;0,00;98,59;2,09
Município;290350;Belo Campo;885;9;1,03;5.142,06;0;0;14;0;0,00;81,34;1,58
Município;290360;Biritinga;500;1;0,20;3.129,11;0;0;7;0;0,00;43,81;1,40
Município;290370;Boa Nova;907;8;0,89;7.179,61;0;0;17;0;0,00;134,57;1,87
Município;290380;Boa Vista do Tupim;259;0;0,00;1.394,27;0;0;8;0;0,00;43,07;3,09
Município;290390;Bom Jesus da Lapa;5.503;3;0,05;7.958,29;0;0;75;0;0,00;108,46;1,36
Município;290395;Bom Jesus da Serra;435;0;0,00;4.402,83;0;0;9;0;0,00;91,09;2,07
Município;290400;Boninal;616;0;0,00;4.287,31;0;0;7;0;0,00;48,72;1,14
Município;290405;Bonito;860;0;0,00;5.130,04;0;0;13;0;0,00;77,55;1,51
Município;290410;Boquira;640;3;0,47;2.975,64;0;0;12;0;0,00;55,79;1,88
Município;290420;Botuporã;214;1;0,47;2.095,78;0;0;3;0;0,00;29,38;1,40
Município;290430;Brejões;768;10;1,32;5.372,51;0;0;11;0;0,00;76,95;1,43
Município;290440;Brejolândia;143;1;0,70;1.354,55;0;0;11;0;0,00;104,20;7,69
Município;290450;Brotas de Macaúbas;139;0;0,00;1.358,62;0;0;3;0;0,00;29,32;2,16
Município;290460;Brumado;9.005;9;0,10;13.401,29;0;0;182;0;0,00;270,85;2,02
