Abrangência;Localidade;Localidade;Casos Confirmados - Acumulado;Casos Confirmados - Novos;Casos Confirmados - Incremento;Casos Confirmados - Incidência*;Casos Confirmados - Em acompanhamento;Casos Confirmados - Recuperados;Óbitos Confirmados - Acumulado;Óbitos Confirmados - Novos;Óbitos Confirmados - Incremento;Óbitos Confirmados - Mortalidade*;Óbitos Confirmados - Letalidade
Município;314710;Pará de Minas;5.450;24;0,44;5.799,79;0;0;195;1;0,52;207,52;3,58
Município;314720;Paraguaçu;1.777;16;0,91;8.260,12;0;0;34;1;3,03;158,04;1,91
Município;314730;Paraisópolis;1.472;15;1,03;6.981,93;0;0;47;0;0,00;222,93;3,19
Município;314740;Paraopeba;1.800;14;0,78;7.334,96;0;0;19;0;0,00;77,42;1,06
Município;314750;Passabém;91;1;1,11;5.518,50;0;0;3;0;0,00;181,93;3,30
Município;314760;Passa Quatro;1.617;6;0,37;9.893,54;0;0;37;0;0,00;226,38;2,29
Município;314770;Passa Tempo;970;17;1,78;11.999,01;0;0;5;1;25,00;61,85;0,52
Município;314780;Passa-Vinte;110;1;0,92;5.394,80;0;0;3;0;0,00;147,13;2,73
Município;314790;Passos;9.163;99;1,09;7.990,13;0;0;260;0;0,00;226,72;2,84
Município;314795;Patis;248;0;0,00;4.152,71;0;0;0;0;0,00;0,00;0,00
Município;314800;Patos de Minas;14.904;59;0,40;9.773,88;0;0;458;5;1,10;300,35;3,07
Município;314810;Patrocínio;8.435;48;0,57;9.294,05;0;0;222;0;0,00;244,61;2,63
Município;314820;Patrocínio do Muriaé;386;8;2,12;6.790,99;0;0;7;0;0,00;123,15;1,81
Município;314830;Paula Cândido;363;0;0,00;3.792,71;0;0;4;0;0,00;41,79;1,10
Município;314840;Paulistas;189;0;0,00;3.913,04;0;0;2;0;0,00;41,41;1,06
Município;314850;Pavão;432;0;0,00;5.112,43;0;0;9;0;0,00;106,51;2,08
Município;314860;Peçanha;747;3;0,40;4.258,59;0;0;8;0;0,00;45,61;1,07
Município;314870;Pedra Azul;1.371;15;1,11;5.636,41;0;0;33;0;0,00;135,67;2,41
Município;314875;Pedra Bonita;372;4;1,09;5.241,65;0;0;7;0;0,00;98,63;1,88
Município;314880;Pedra do Anta;136;0;0,00;4.456,09;0;0;0;0;0,00;0,00;0,00
Município;314890;Pedra do Indaiá;284;0;0,00;7.150,05;0;0;7;0;0,00;176,23;2,46
Município;314900;Pedra Dourada;160;0;0,00;6.389,78;0;0;1;0;0,00;39,94;0,62
Município;314910;Pedralva;399;0;0,00;3.564,09;0;0;11;0;0,00;98,26;2,76
Município;314915;Pedras de Maria da Cruz;194;0;0,00;1.602,38;0;0;8;0;0,00;66,08;4,12
Município;314920;Pedrinópolis;407;1;0,25;11.196,70;0;0;8;0;0,00;220,08;1,97
Município;314930;Pedro Leopoldo;5.179;85;1,67;8.059,70;0;0;161;1;0,62;250,55;3,11
Município;314940;Pedro Teixeira;25;0;0,00;1.383,51;0;0;0;0;0,00;0,00;0,00
Município;314950;Pequeri;180;0;0,00;5.421,69;0;0;5;0;0,00;150,60;2,78
Município;314960;Pequi;320;0;0,00;7.262,82;0;0;8;0;0,00;181,57;2,50
Município;314970;Perdigão;1.058;25;2,42;9.195,20;0;0;12;0;0,00;104,29;1,13
Município;314980;Perdizes;1.415;8;0,57;8.751,86;0;0;21;0;0,00;129,89;1,48
Município;314990;Perdões;1.653;0;0,00;7.727,91;0;0;27;1;3,85;126,23;1,63
Município;314995;Periquito;600;1;0,17;8.810,57;0;0;22;0;0,00;323,05;3,67
Município;315000;Pescador;389;0;0,00;9.148,64;0;0;6;0;0,00;141,11;1,54
Município;315010;Piau;133;1;0,76;4.839,88;0;0;12;0;0,00;436,68;9,02
Município;315015;Piedade de Caratinga;664;4;0,61;7.751,58;0;0;21;0;0,00;245,16;3,16
Município;315020;Piedade de Ponte Nova;209;2;0,97;5.048,31;0;0;8;0;0,00;193,24;3,83
Município;315030;Piedade do Rio Grande;365;2;0,55;8.116,52;0;0;9;0;0,00;200,13;2,47
Município;315040;Piedade dos Gerais;83;0;0,00;1.666,00;0;0;5;0;0,00;100,36;6,02
Município;315050;Pimenta;480;9;1,91;5.542,73;0;0;11;0;0,00;127,02;2,29
Município;315053;Pingo-d'Água;279;5;1,82;5.646,63;0;0;6;0;0,00;121,43;2,15
Município;315057;Pintópolis;97;0;0,00;1.292,13;0;0;3;0;0,00;39,96;3,09
Município;315060;Piracema;117;0;0,00;1.825,56;0;0;14;0;0,00;218,44;11,97
Município;315070;Pirajuba;656;2;0,31;10.582,35;0;0;20;0;0,00;322,63;3,05
Município;315080;Piranga;534;1;0,19;3.029,62;0;0;30;-1;-3,23;170,20;5,62
Município;315090;Piranguçu;401;3;0,75;7.328,22;0;0;12;0;0,00;219,30;2,99
Município;315100;Piranguinho;879;0;0,00;10.225,69;0;0;40;1;2,56;465,33;4,55
Município;315110;Pirapetinga;2.266;3;0,13;21.075,15;0;0;28;0;0,00;260,42;1,24
Município;315120;Pirapora;5.405;41;0,76;9.578,58;0;0;66;1;1,54;116,96;1,22
Município;315130;Piraúba;1.479;0;0,00;13.710,95;0;0;23;0;0,00;213,22;1,56
Município;315140;Pitangui;2.144;9;0,42;7.660,15;0;0;90;1;1,12;321,55;4,20
Município;315150;Piumhi;3.530;19;0,54;10.175,55;0;0;69;2;2,99;198,90;1,95
Município;315160;Planura;1.633;7;0,43;13.459,16;0;0;37;0;0,00;304,95;2,27
Município;315170;Poço Fundo;1.277;21;1,67;7.605,26;0;0;6;0;0,00;35,73;0,47
Município;315180;Poços de Caldas;11.845;0;0,00;7.075,99;0;0;397;2;0,51;237,16;3,35
Município;315190;Pocrane;666;6;0,91;7.898,48;0;0;8;0;0,00;94,88;1,20
Município;315200;Pompéu;3.247;10;0,31;10.206,84;0;0;43;0;0,00;135,17;1,32
Município;315210;Ponte Nova;6.263;16;0,26;10.483,41;0;0;191;-1;-0,52;319,71;3,05
Município;315213;Ponto Chique;255;0;0,00;5.984,51;0;0;13;0;0,00;305,09;5,10
Município;315217;Ponto dos Volantes;415;3;0,73;3.423,81;0;0;15;0;0,00;123,75;3,61
Município;315220;Porteirinha;2.029;0;0,00;5.352,71;0;0;49;0;0,00;129,27;2,41
Município;315230;Porto Firme;736;7;0,96;6.525,40;0;0;10;0;0,00;88,66;1,36
Município;315240;Poté;934;30;3,32;5.641,80;0;0;17;0;0,00;102,69;1,82
Município;315250;Pouso Alegre;20.300;98;0,49;13.467,16;0;0;383;3;0,79;254,08;1,89
Município;315260;Pouso Alto;787;4;0,51;13.249,16;0;0;24;0;0,00;404,04;3,05
Município;315270;Prados;766;0;0,00;8.481,90;0;0;16;0;0,00;177,17;2,09
Município;315280;Prata;2.871;0;0,00;10.306,58;0;0;97;0;0,00;348,22;3,38
Município;315290;Pratápolis;548;1;0,18;6.369,87;0;0;24;0;0,00;278,97;4,38
Município;315300;Pratinha;280;0;0,00;7.771,30;0;0;2;0;0,00;55,51;0,71
Município;315310;Presidente Bernardes;228;0;0,00;4.246,60;0;0;8;0;0,00;149,00;3,51
Município;315320;Presidente Juscelino;147;0;0,00;4.037,35;0;0;5;0;0,00;137,32;3,40
Município;315330;Presidente Kubitschek;171;0;0,00;5.696,20;0;0;3;0;0,00;99,93;1,75
Município;315340;Presidente Olegário;900;16;1,81;4.598,17;0;0;30;0;0,00;153,27;3,33
Município;315360;Prudente de Morais;542;0;0,00;5.049,85;0;0;17;0;0,00;158,39;3,14
Município;315370;Quartel Geral;134;5;3,88;3.760,88;0;0;2;0;0,00;56,13;1,49
Município;315380;Queluzito;109;0;0,00;5.621,45;0;0;4;0;0,00;206,29;3,67
Município;315390;Raposos;2.021;0;0,00;12.357,83;0;0;36;0;0,00;220,13;1,78
Município;315400;Raul Soares;2.233;4;0,18;9.397,36;0;0;53;0;0,00;223,05;2,37
Município;315410;Recreio;610;9;1,50;5.800,13;0;0;14;0;0,00;133,12;2,30
Município;315415;Reduto;361;7;1,98;5.046,13;0;0;5;0;0,00;69,89;1,39
Município;315420;Resende Costa;632;2;0,32;5.495,65;0;0;14;0;0,00;121,74;2,22
Município;315430;Resplendor;1.860;0;0,00;10.691,50;0;0;43;1;2,38;247,17;2,31
Município;315440;Ressaquinha;288;0;0,00;5.990,02;0;0;10;0;0,00;207,99;3,47
Município;315445;Riachinho;445;1;0,23;5.469,52;0;0;7;0;0,00;86,04;1,57
Município;315450;Riacho dos Machados;347;0;0,00;3.659,95;0;0;5;0;0,00;52,74;1,44
Município;315460;Ribeirão das Neves;17.184;22;0,13;5.131,73;0;0;630;11;1,78;188,14;3,67
Município;315470;Ribeirão Vermelho;365;2;0,55;9.050,33;0;0;8;0;0,00;198,36;2,19
Município;315480;Rio Acima;1.017;0;0,00;9.862,30;0;0;32;0;0,00;310,32;3,15
Município;315490;Rio Casca;1.022;3;0,29;7.534,65;0;0;37;0;0,00;272,78;3,62
Município;315500;Rio Doce;277;0;0,00;10.613,03;0;0;8;0;0,00;306,51;2,89
Município;315510;Rio do Prado;325;0;0,00;6.310,68;0;0;3;0;0,00;58,25;0,92
Município;315520;Rio Espera;280;3;1,08;5.115,09;0;0;10;0;0,00;182,68;3,57
Município;315530;Rio Manso;448;4;0,90;7.681,76;0;0;11;0;0,00;188,61;2,46
Município;315540;Rio Novo;453;1;0,22;5.062,02;0;0;17;0;0,00;189,97;3,75
Município;315550;Rio Paranaíba;1.574;1;0,06;12.783,24;0;0;26;0;0,00;211,16;1,65
Município;315560;Rio Pardo de Minas;1.112;0;0,00;3.597,08;0;0;5;0;0,00;16,17;0,45
Município;315570;Rio Piracicaba;1.520;10;0,66;10.600,46;0;0;25;0;0,00;174,35;1,64
Município;315580;Rio Pomba;1.095;0;0,00;6.113,90;0;0;31;0;0,00;173,09;2,83
Município;315590;Rio Preto;374;0;0,00;6.829,80;0;0;2;0;0,00;36,52;0,53
Município;315600;Rio Vermelho;237;17;7,73;1.844,93;0;0;3;0;0,00;23,35;1,27
Município;315610;Ritápolis;249;0;0,00;5.408,34;0;0;11;0;0,00;238,92;4,42
Município;315620;Rochedo de Minas;216;-1;-0,46;9.370,93;0;0;4;0;0,00;173,54;1,85
Município;315630;Rodeiro;901;0;0,00;11.111,11;0;0;16;0;0,00;197,31;1,78
Município;315640;Romaria;344;0;0,00;9.736,77;0;0;7;0;0,00;198,13;2,03
Município;315645;Rosário da Limeira;213;1;0,47;4.636,48;0;0;3;0;0,00;65,30;1,41
Município;315650;Rubelita;118;0;0,00;1.968,31;0;0;1;0;0,00;16,68;0,85
Município;315660;Rubim;916;5;0,55;8.944,44;0;0;22;0;0,00;214,82;2,40
Município;315670;Sabará;5.295;12;0,23;3.883,56;0;0;193;2;1,05;141,55;3,64
Município;315680;Sabinópolis;602;5;0,84;3.891,40;0;0;18;0;0,00;116,35;2,99
Município;315690;Sacramento;2.411;8;0,33;9.207,56;0;0;53;1;1,92;202,41;2,20
Município;315700;Salinas;2.891;0;0,00;6.961,74;0;0;42;0;0,00;101,14;1,45
Município;315710;Salto da Divisa;425;0;0,00;6.063,63;0;0;18;0;0,00;256,81;4,24
Município;315720;Santa Bárbara;2.862;7;0,25;9.136,76;0;0;33;0;0,00;105,35;1,15
Município;315725;Santa Bárbara do Leste;624;3;0,48;7.659,26;0;0;23;0;0,00;282,31;3,69
Município;315727;Santa Bárbara do Monte Verde;163;0;0,00;5.174,60;0;0;7;0;0,00;222,22;4,29
Município;315730;Santa Bárbara do Tugúrio;154;0;0,00;3.476,30;0;0;2;0;0,00;45,15;1,30
Município;315733;Santa Cruz de Minas;734;3;0,41;8.530,92;0;0;21;0;0,00;244,07;2,86
Município;315737;Santa Cruz de Salinas;45;0;0,00;1.086,43;0;0;2;0;0,00;48,29;4,44
Município;315740;Santa Cruz do Escalvado;428;0;0,00;8.995,38;0;0;8;0;0,00;168,14;1,87
Município;315750;Santa Efigênia de Minas;365;3;0,83;8.278,52;0;0;9;0;0,00;204,13;2,47
Município;315760;Santa Fé de Minas;234;0;0,00;6.084,24;0;0;2;0;0,00;52,00;0,85
Município;315765;Santa Helena de Minas;486;0;0,00;7.634,31;0;0;6;0;0,00;94,25;1,23
Município;315770;Santa Juliana;1.071;1;0,09;7.648,36;0;0;44;0;0,00;314,22;4,11
Município;315780;Santa Luzia;8.101;24;0,30;3.696,82;0;0;423;3;0,71;193,03;5,22
Município;315790;Santa Margarida;999;14;1,42;6.163,62;0;0;23;0;0,00;141,91;2,30
Município;315800;Santa Maria de Itabira;880;7;0,80;8.112,84;0;0;33;0;0,00;304,23;3,75
Município;315810;Santa Maria do Salto;606;0;0,00;11.582,57;0;0;18;0;0,00;344,04;2,97
Município;315820;Santa Maria do Suaçuí;895;4;0,45;6.123,85;0;0;16;-1;-5,88;109,48;1,79
Município;315830;Santana da Vargem;546;2;0,37;7.690,14;0;0;9;0;0,00;126,76;1,65
Município;315840;Santana de Cataguases;584;1;0,17;15.082,64;0;0;2;0;0,00;51,65;0,34
Município;315850;Santana de Pirapama;552;0;0,00;7.223,24;0;0;20;0;0,00;261,71;3,62
Município;315860;Santana do Deserto;323;0;0,00;8.123,74;0;0;10;0;0,00;251,51;3,10
Município;315870;Santana do Garambéu;42;2;5,00;1.708,71;0;0;2;0;0,00;81,37;4,76
Município;315880;Santana do Jacaré;262;0;0,00;5.434,56;0;0;10;0;0,00;207,43;3,82
Município;315890;Santana do Manhuaçu;780;5;0,65;8.992,39;0;0;10;0;0,00;115,29;1,28
Município;315895;Santana do Paraíso;6.379;28;0,44;18.402,91;0;0;100;3;3,09;288,49;1,57
Município;315900;Santana do Riacho;349;1;0,29;8.125,73;0;0;3;0;0,00;69,85;0,86
Município;315910;Santana dos Montes;111;0;0,00;2.938,84;0;0;0;0;0,00;0,00;0,00
Município;315920;Santa Rita de Caldas;869;0;0,00;9.710,58;0;0;34;0;0,00;379,93;3,91
Município;315940;Santa Rita de Ibitipoca;38;1;2,70;1.109,49;0;0;2;0;0,00;58,39;5,26
Município;315930;Santa Rita de Jacutinga;284;2;0,71;5.814,91;0;0;8;0;0,00;163,80;2,82
Município;315935;Santa Rita de Minas;742;0;0,00;10.288,41;0;0;14;0;0,00;194,12;1,89
Município;315950;Santa Rita do Itueto;851;4;0,47;15.503,73;0;0;5;0;0,00;91,09;0,59
Município;315960;Santa Rita do Sapucaí;3.211;0;0,00;7.422,56;0;0;53;0;0,00;122,52;1,65
Município;315970;Santa Rosa da Serra;152;0;0,00;4.537,31;0;0;2;0;0,00;59,70;1,32
Município;315980;Santa Vitória;2.167;17;0,79;10.976,60;0;0;26;0;0,00;131,70;1,20
Município;315990;Santo Antônio do Amparo;1.074;4;0,37;5.797,57;0;0;17;1;6,25;91,77;1,58
Município;316000;Santo Antônio do Aventureiro;343;2;0,59;9.522,49;0;0;16;0;0,00;444,20;4,66
Município;316010;Santo Antônio do Grama;411;3;0,74;10.508,82;0;0;8;0;0,00;204,55;1,95
Município;316020;Santo Antônio do Itambé;111;0;0,00;2.892,13;0;0;1;0;0,00;26,06;0,90
Município;316030;Santo Antônio do Jacinto;758;0;0,00;6.512,03;0;0;15;0;0,00;128,87;1,98
Município;316040;Santo Antônio do Monte;3.406;24;0,71;12.059,63;0;0;76;0;0,00;269,09;2,23
Município;316045;Santo Antônio do Retiro;338;0;0,00;4.644,77;0;0;1;0;0,00;13,74;0,30
Município;316050;Santo Antônio do Rio Abaixo;108;0;0,00;6.118,98;0;0;2;0;0,00;113,31;1,85
Município;316060;Santo Hipólito;126;0;0,00;4.081,63;0;0;0;0;0,00;0,00;0,00
Município;316070;Santos Dumont;4.196;26;0,62;9.026,18;0;0;114;1;0,88;245,23;2,72
Município;316080;São Bento Abade;177;0;0,00;3.348,47;0;0;6;0;0,00;113,51;3,39
Município;316090;São Brás do Suaçuí;308;0;0,00;8.239,70;0;0;5;0;0,00;133,76;1,62
Município;316095;São Domingos das Dores;551;0;0,00;9.762,58;0;0;12;0;0,00;212,62;2,18
Município;316100;São Domingos do Prata;915;8;0,88;5.271,04;0;0;17;0;0,00;97,93;1,86
Município;316105;São Félix de Minas;210;1;0,48;6.233,30;0;0;2;0;0,00;59,36;0,95
Município;316110;São Francisco;1.258;0;0,00;2.233,55;0;0;32;0;0,00;56,82;2,54
Município;316120;São Francisco de Paula;397;4;1,02;6.082,43;0;0;7;0;0,00;107,25;1,76
Município;316130;São Francisco de Sales;732;7;0,97;11.734,53;0;0;24;1;4,35;384,74;3,28
Município;316140;São Francisco do Glória;425;4;0,95;8.773,74;0;0;6;0;0,00;123,86;1,41
Município;316150;São Geraldo;959;4;0,42;7.755,14;0;0;22;0;0,00;177,91;2,29
Município;316160;São Geraldo da Piedade;255;0;0,00;6.436,14;0;0;10;0;0,00;252,40;3,92
Município;316165;São Geraldo do Baixio;168;0;0,00;4.187,44;0;0;7;0;0,00;174,48;4,17
Município;316170;São Gonçalo do Abaeté;378;0;0,00;4.505,90;0;0;12;0;0,00;143,04;3,17
Município;316180;São Gonçalo do Pará;566;2;0,35;4.560,47;0;0;21;1;5,00;169,20;3,71
Município;316190;São Gonçalo do Rio Abaixo;1.219;4;0,33;11.163,00;0;0;23;0;0,00;210,62;1,89
Município;312550;São Gonçalo do Rio Preto;198;4;2,06;6.251,97;0;0;4;0;0,00;126,30;2,02
Município;316200;São Gonçalo do Sapucaí;2.277;22;0,98;8.947,31;0;0;55;1;1,85;216,12;2,42
Município;316210;São Gotardo;3.205;54;1,71;9.036,06;0;0;71;0;0,00;200,17;2,22
Município;316220;São João Batista do Glória;1.036;5;0,48;13.900,44;0;0;28;0;0,00;375,69;2,70
Município;316225;São João da Lagoa;159;0;0,00;3.234,99;0;0;3;0;0,00;61,04;1,89
Município;316230;São João da Mata;284;2;0,71;10.331,03;0;0;9;0;0,00;327,39;3,17
Município;316240;São João da Ponte;536;0;0,00;2.129,94;0;0;22;0;0,00;87,42;4,10
Município;316245;São João das Missões;398;0;0,00;3.058,24;0;0;6;0;0,00;46,10;1,51
Município;316250;São João del Rei;7.530;51;0,68;8.359,05;0;0;189;5;2,72;209,81;2,51
Município;316255;São João do Manhuaçu;749;0;0,00;6.479,80;0;0;25;1;4,17;216,28;3,34
Município;316257;São João do Manteninha;800;0;0,00;13.654,21;0;0;11;0;0,00;187,75;1,38
Município;316260;São João do Oriente;757;0;0,00;10.096,03;0;0;21;0;0,00;280,07;2,77
Município;316265;São João do Pacuí;40;0;0,00;905,18;0;0;2;0;0,00;45,26;5,00
Município;316270;São João do Paraíso;1.575;3;0,19;6.668,64;0;0;19;0;0,00;80,45;1,21
Município;316280;São João Evangelista;865;14;1,65;5.483,71;0;0;9;0;0,00;57,06;1,04
Município;316290;São João Nepomuceno;1.985;15;0,76;7.530,06;0;0;30;0;0,00;113,80;1,51
Município;316292;São Joaquim de Bicas;1.695;8;0,47;5.367,66;0;0;101;1;1,00;319,84;5,96
Município;316294;São José da Barra;596;4;0,68;8.025,86;0;0;15;0;0,00;201,99;2,52
Município;316295;São José da Lapa;2.302;6;0,26;9.686,11;0;0;40;0;0,00;168,31;1,74
Município;316300;São José da Safira;404;0;0,00;9.465,79;0;0;11;0;0,00;257,73;2,72
Município;316310;São José da Varginha;216;0;0,00;4.316,55;0;0;1;0;0,00;19,98;0,46
Município;316320;São José do Alegre;196;0;0,00;4.671,12;0;0;5;0;0,00;119,16;2,55
Município;316330;São José do Divino;327;0;0,00;8.471,50;0;0;3;0;0,00;77,72;0,92
Município;316340;São José do Goiabal;388;0;0,00;7.158,67;0;0;11;0;0,00;202,95;2,84
Município;316350;São José do Jacuri;224;0;0,00;3.471,25;0;0;2;0;0,00;30,99;0,89
Município;316360;São José do Mantimento;214;1;0,47;7.667,50;0;0;2;0;0,00;71,66;0,93
Município;316370;São Lourenço;5.002;0;0,00;10.909,25;0;0;118;0;0,00;257,36;2,36
Município;316380;São Miguel do Anta;376;2;0,53;5.419,43;0;0;12;0;0,00;172,96;3,19
Município;316390;São Pedro da União;314;4;1,29;6.739,64;0;0;7;0;0,00;150,25;2,23
Município;316400;São Pedro dos Ferros;411;0;0,00;5.282,10;0;0;10;0;0,00;128,52;2,43
Município;316410;São Pedro do Suaçuí;248;3;1,22;4.727,41;0;0;4;0;0,00;76,25;1,61
Município;316420;São Romão;211;0;0,00;1.710,30;0;0;5;0;0,00;40,53;2,37
Município;316430;São Roque de Minas;688;4;0,58;9.757,48;0;0;15;0;0,00;212,74;2,18
Município;316440;São Sebastião da Bela Vista;493;8;1,65;8.957,12;0;0;10;0;0,00;181,69;2,03
Município;316443;São Sebastião da Vargem Alegre;205;0;0,00;6.817,43;0;0;3;0;0,00;99,77;1,46
Município;316447;São Sebastião do Anta;425;0;0,00;6.483,60;0;0;9;0;0,00;137,30;2,12
Município;316450;São Sebastião do Maranhão;338;2;0,60;3.365,19;0;0;1;0;0,00;9,96;0,30
Município;316460;São Sebastião do Oeste;434;0;0,00;6.405,90;0;0;7;0;0,00;103,32;1,61
Município;316470;São Sebastião do Paraíso;5.531;18;0,33;7.794,97;0;0;214;0;0,00;301,60;3,87
Município;316480;São Sebastião do Rio Preto;124;0;0,00;8.233,73;0;0;2;0;0,00;132,80;1,61
Município;316490;São Sebastião do Rio Verde;298;1;0,34;13.297,63;0;0;4;0;0,00;178,49;1,34
Município;316520;São Thomé das Letras;251;1;0,40;3.540,70;0;0;3;0;0,00;42,32;1,20
Município;316500;São Tiago;667;17;2,62;6.096,33;0;0;12;1;9,09;109,68;1,80
Município;316510;São Tomás de Aquino;412;0;0,00;5.868,11;0;0;21;0;0,00;299,10;5,10
Município;316530;São Vicente de Minas;244;0;0,00;3.147,17;0;0;6;0;0,00;77,39;2,46
Município;316540;Sapucaí-Mirim;489;4;0,82;7.056,28;0;0;4;0;0,00;57,72;0,82
Município;316550;Sardoá;443;0;0,00;7.031,75;0;0;9;0;0,00;142,86;2,03
Município;316553;Sarzedo;1.998;8;0,40;6.100,39;0;0;74;0;0,00;225,94;3,70
Município;316556;Sem-Peixe;145;0;0,00;5.507,03;0;0;4;0;0,00;151,92;2,76
Município;316557;Senador Amaral;772;0;0,00;14.413,74;0;0;10;0;0,00;186,71;1,30
Município;316560;Senador Cortes;163;0;0,00;8.129,68;0;0;2;0;0,00;99,75;1,23
Município;316570;Senador Firmino;371;0;0,00;4.749,10;0;0;8;0;0,00;102,41;2,16
Município;316580;Senador José Bento;166;0;0,00;11.051,93;0;0;5;0;0,00;332,89;3,01
Município;316590;Senador Modestino Gonçalves;178;1;0,56;4.282,96;0;0;8;0;0,00;192,49;4,49
Município;316600;Senhora de Oliveira;242;2;0,83;4.182,51;0;0;6;0;0,00;103,70;2,48
Município;316610;Senhora do Porto;92;0;0,00;2.611,41;0;0;1;0;0,00;28,38;1,09
Município;316620;Senhora dos Remédios;281;0;0,00;2.686,68;0;0;13;0;0,00;124,29;4,63
Município;316630;Sericita;615;0;0,00;8.394,76;0;0;3;0;0,00;40,95;0,49
Município;316640;Seritinga;80;0;0,00;4.321,99;0;0;1;0;0,00;54,02;1,25
Município;316650;Serra Azul de Minas;90;0;0,00;2.096,44;0;0;0;0;0,00;0,00;0,00
Município;316660;Serra da Saudade;54;0;0,00;6.914,21;0;0;0;0;0,00;0,00;0,00
Município;316670;Serra dos Aimorés;513;9;1,79;5.897,23;0;0;10;0;0,00;114,96;1,95
Município;316680;Serra do Salitre;1.308;6;0,46;11.293,39;0;0;39;0;0,00;336,73;2,98
Município;316690;Serrania;599;5;0,84;7.810,67;0;0;18;1;5,88;234,71;3,01
Município;316695;Serranópolis de Minas;171;0;0,00;3.576,66;0;0;2;0;0,00;41,83;1,17
Município;316700;Serranos;32;1;3,23;1.630,16;0;0;0;0;0,00;0,00;0,00
Município;316710;Serro;1.099;0;0,00;5.241,82;0;0;16;0;0,00;76,31;1,46
Município;316720;Sete Lagoas;20.989;56;0,27;8.758,59;0;0;515;2;0,39;214,91;2,45
Município;316555;Setubinha;195;1;0,52;1.590,80;0;0;3;0;0,00;24,47;1,54
Município;316730;Silveirânia;84;0;0,00;3.715,17;0;0;3;0;0,00;132,68;3,57
Município;316740;Silvianópolis;281;0;0,00;4.504,65;0;0;9;0;0,00;144,28;3,20
Município;316750;Simão Pereira;264;0;0,00;10.095,60;0;0;12;0;0,00;458,89;4,55
Município;316760;Simonésia;1.125;5;0,45;5.730,15;0;0;33;0;0,00;168,08;2,93
Município;316770;Sobrália;269;1;0,37;4.844,23;0;0;13;0;0,00;234,11;4,83
Município;316780;Soledade de Minas;310;0;0,00;5.039,83;0;0;3;0;0,00;48,77;0,97
Município;316790;Tabuleiro;290;0;0,00;7.733,33;0;0;13;0;0,00;346,67;4,48
Município;316800;Taiobeiras;2.896;0;0,00;8.484,71;0;0;29;0;0,00;84,96;1,00
Município;316805;Taparuba;314;3;0,96;10.096,46;0;0;7;0;0,00;225,08;2,23
Município;316810;Tapira;417;1;0,24;8.736,64;0;0;2;0;0,00;41,90;0,48
Município;316820;Tapiraí;57;0;0,00;3.040,00;0;0;1;0;0,00;53,33;1,75
Município;316830;Taquaraçu de Minas;269;0;0,00;6.597,99;0;0;9;0;0,00;220,75;3,35
Município;316840;Tarumirim;516;0;0,00;3.601,84;0;0;25;0;0,00;174,51;4,84
Município;316850;Teixeiras;801;16;2,04;6.869,05;0;0;17;0;0,00;145,79;2,12
Município;316860;Teófilo Otoni;12.524;48;0,38;8.908,05;0;0;299;0;0,00;212,67;2,39
Município;316870;Timóteo;10.946;21;0,19;12.183,61;0;0;315;1;0,32;350,62;2,88
Município;316880;Tiradentes;482;0;0,00;6.039,34;0;0;17;0;0,00;213,01;3,53
Município;316890;Tiros;346;1;0,29;5.339,51;0;0;11;0;0,00;169,75;3,18
Município;316900;Tocantins;2.205;9;0,41;13.236,09;0;0;42;0;0,00;252,12;1,90
Município;316905;Tocos do Moji;332;5;1,53;8.095,59;0;0;4;0;0,00;97,54;1,20
Município;316910;Toledo;632;1;0,16;10.099,07;0;0;31;0;0,00;495,37;4,91
Município;316920;Tombos;887;8;0,91;11.057,09;0;0;17;0;0,00;211,92;1,92
Município;316930;Três Corações;8.002;54;0,68;10.067,69;0;0;222;3;1,37;279,31;2,77
Município;316935;Três Marias;2.159;0;0,00;6.672,64;0;0;55;0;0,00;169,98;2,55
Município;316940;Três Pontas;6.434;34;0,53;11.338,24;0;0;139;3;2,21;244,95;2,16
Município;316950;Tumiritinga;476;1;0,21;7.070,71;0;0;12;0;0,00;178,25;2,52
Município;316960;Tupaciguara;2.826;11;0,39;11.158,05;0;0;101;1;1,00;398,78;3,57
Município;316970;Turmalina;1.133;5;0,44;5.675,22;0;0;16;0;0,00;80,14;1,41
Município;316980;Turvolândia;232;21;9,95;4.603,17;0;0;9;0;0,00;178,57;3,88
Município;316990;Ubá;13.373;38;0,28;11.573,14;0;0;286;1;0,35;247,51;2,14
Município;317000;Ubaí;171;0;0,00;1.364,40;0;0;1;0;0,00;7,98;0,58
Município;317005;Ubaporanga;1.455;0;0,00;11.667,07;0;0;33;0;0,00;264,61;2,27
Município;317010;Uberaba;32.792;139;0,43;9.824,35;0;0;1.090;7;0,65;326,56;3,32
Município;317020;Uberlândia;101.048;300;0,30;14.616,99;0;0;2.530;5;0,20;365,97;2,50
Município;317030;Umburatiba;271;0;0,00;10.379,17;0;0;3;0;0,00;114,90;1,11
Município;317040;Unaí;10.983;33;0,30;13.016,43;0;0;233;0;0,00;276,14;2,12
Município;317043;União de Minas;292;0;0,00;6.784,39;0;0;5;0;0,00;116,17;1,71
Município;317047;Uruana de Minas;150;0;0,00;4.595,59;0;0;2;0;0,00;61,27;1,33
Município;317050;Urucânia;998;18;1,84;9.635,06;0;0;20;0;0,00;193,09;2,00
Município;317052;Urucuia;484;21;4,54;2.869,85;0;0;7;0;0,00;41,51;1,45
